Bin Name, Parent, Child, Version, Full Path, Blake3, Available
cargo, false, true, none, /Users/nvz/.rustup/toolchains/stable-aarch64-apple-darwin/bin/cargo, none, false
null, null, null, null, /Users/nvz/.rustup/toolchains/stable-aarch64-apple-darwin/bin/cargo, null, null
null, null, null, null, /opt/homebrew/Cellar/iperf3/3.16/bin/iperf3, null, null
null, null, null, null, /opt/homebrew/Cellar/mas/1.8.6/bin/mas, null, null
null, null, null, null, /opt/homebrew/Cellar/nmap/7.94_1/bin/nmap, null, null
null, null, null, null, /opt/homebrew/Cellar/node/21.6.1/bin/node, null, null
null, null, null, null, /opt/homebrew/Cellar/python@3.12/3.12.1_1/Frameworks/Python.framework/Versions/3.12/Resources/Python.app/Contents/MacOS/Python, null, null
null, null, null, null, /opt/homebrew/Cellar/trippy/0.9.0/bin/trip, null, null
null, null, null, null, path.private/var/folders/*/rustup-init, null, null
